id_municipio,particao
2106409,treino
2106508,treino
2106607,teste
2106631,treino
2106672,treino
2106706,treino
2106755,teste
2106805,validacao
2106904,teste
2107001,validacao
2107100,validacao
2107209,validacao
2107258,treino
2107308,validacao
2107357,teste
2107407,validacao
2107456,validacao
2107506,treino
2107605,treino
2107704,treino
2107803,treino
2107902,treino
2108009,treino
2108058,treino
2108108,treino
2108207,treino
2108256,treino
2108306,validacao
2108405,treino
2108454,teste
2108504,teste
2108603,validacao
2108702,validacao
2108801,treino
2108900,validacao
2109007,teste
2109056,treino
2109106,teste
2109205,treino
2109239,teste
2109270,treino
2109304,treino
2109403,teste
2109452,validacao
2109502,treino
2109551,treino
2109601,validacao
2109700,treino
2109759,treino
2109809,treino
2109908,treino
2110005,teste
2110039,teste
2110104,treino
2110203,treino
2110237,treino
2110278,treino
2110302,treino
2110401,teste
2110500,validacao
2110609,validacao
2110658,treino
2110708,treino
2110807,treino
2110856,treino
2110906,treino
2111003,validacao
2111029,treino
2111052,treino
2111078,treino
2111102,treino
2111201,treino
2111250,treino
2111300,treino
2111409,treino
2111508,validacao
2111532,treino
2111573,teste
2111607,teste
2111631,teste
2111672,treino
2111706,treino
2111722,treino
2111748,validacao
2111763,treino
2111789,validacao
2111805,validacao
2111904,validacao
2111953,treino
2112001,treino
2112100,treino
2112209,treino
2112233,treino
2112274,treino
2112308,validacao
2112407,teste
2112456,treino
2112506,treino
2112605,treino
2112704,treino
2112803,treino
2112852,treino
2112902,treino
2113009,treino
2114007,validacao
2200053,treino
2200103,teste
2200202,teste
2200251,teste
2200277,treino
2200301,teste
2200400,validacao
2200459,treino
2200509,treino
2200608,treino
2200707,validacao
2200806,treino
2200905,treino
2200954,validacao
2201002,treino
2201051,treino
2201101,validacao
2201150,treino
2201176,teste
2201200,treino
2201309,treino
2201408,treino
2201507,treino
2201556,treino
2201572,teste
2201606,teste
2201705,treino
2201739,validacao
2201770,treino
2201804,teste
2201903,treino
2201919,teste
2201929,treino
2201945,treino
2201960,treino
2201988,treino
2202000,validacao
2202026,treino
2202059,treino
2202075,teste
2202083,treino
2202091,teste
2202109,treino
2202117,treino
2202133,teste
2202174,treino
2202208,treino
2202251,treino
2202307,treino
2202406,treino
2202455,treino
2202505,treino
2202539,treino
2202554,teste
2202604,treino
2202653,validacao
2202703,treino
2202711,treino
2202729,validacao
2202737,teste
2202752,teste
2202778,validacao
2202802,treino
2202851,treino
2202901,validacao
2203008,treino
2203107,teste
2203206,treino
2203230,treino
2203255,teste
2203271,treino
2203305,treino
2203354,teste
2203404,treino
2203420,treino
2203453,treino
2203503,treino
2203602,treino
2203701,teste
2203750,teste
2203800,treino
2203859,teste
2203909,teste
2204006,treino
2204105,validacao
2204154,teste
2204204,treino
2204303,treino
2204352,treino
2204402,validacao
2204501,teste
2204550,validacao
2204600,treino
2204659,treino
2204709,teste
2204808,teste
2204907,teste
2205003,validacao
2205102,validacao
2205151,teste
2205201,treino
2205250,validacao
2205276,validacao
2205300,treino
2205359,treino
2205409,treino
2205458,treino
2205508,treino
2205516,treino
2205524,validacao
2205532,treino
2205540,teste
2205557,teste
2205565,teste
2205573,treino
2205581,treino
2205599,treino
2205607,validacao
2205706,validacao
2205805,validacao
2205854,treino
2205904,validacao
2205953,validacao
2206001,validacao
2206050,teste
2206100,treino
2206209,treino
2206308,validacao
2206357,treino
2206407,treino
2206506,treino
2206605,treino
2206654,treino
2206670,treino
2206696,validacao
2206704,teste
2206720,validacao
2206753,treino
2206803,treino
2206902,treino
2206951,treino
2207009,treino
2207108,teste
2207207,validacao
2207306,treino
2207355,treino
2207405,teste
2207504,treino
2207553,teste
2207603,treino
2207702,treino
2207751,teste
2207777,treino
2207793,teste
2207801,treino
2207850,teste
2207900,validacao
2207934,treino
2207959,teste
2208007,teste
2208106,teste
2208205,treino
2208304,validacao
2208403,treino
2208502,treino
2208551,treino
2208601,validacao
2208650,treino
2208700,treino
2208809,treino
2208858,validacao
2208874,treino
2208908,treino
2209005,validacao
2209104,validacao
2209153,treino
2209203,treino
2209302,teste
2209351,validacao
2209377,teste
2209401,treino
2209450,teste
2209500,treino
2209559,treino
2209609,treino
2209658,treino
2209708,teste
2209757,validacao
2209807,validacao
2209856,treino
2209872,teste
2209906,validacao
2209955,treino
2209971,treino
2210003,validacao
2210052,treino
2210102,teste
2210201,treino
2210300,treino
2210359,validacao
2210375,treino
2210383,treino
2210391,treino
2210409,treino
2210508,teste
2210607,treino
2210623,treino
2210631,treino
2210656,validacao
2210706,treino
2210805,treino
2210904,validacao
2210938,treino
2210953,teste
2210979,treino
2211001,treino
2211100,treino
2211209,treino
2211308,validacao
2211357,validacao
2211407,treino
2211506,treino
2211605,treino
2211704,treino
2300101,treino
2300150,teste
2300200,treino
2300309,teste
2300408,treino
2300507,teste
2300606,treino
2300705,treino
2300754,treino
2300804,treino
2300903,treino
2301000,treino
2301109,treino
2301208,teste
2301257,treino
2301307,validacao
2301406,treino
2301505,teste
2301604,treino
2301703,treino
2301802,teste
2301851,validacao
2301901,teste
2301950,treino
2302008,treino
2302057,treino
2302107,treino
2302206,teste
2302305,treino
2302404,treino
2302503,treino
2302602,teste
2302701,treino
2302800,validacao
2302909,treino
2303006,teste
2303105,validacao
2303204,treino
2303303,treino
2303402,teste
2303501,validacao
2303600,treino
2303659,treino
2303709,treino
2303808,validacao
2303907,treino
2303931,treino
2303956,treino
2304004,treino
2304103,teste
2304202,teste
2304236,treino
2304251,treino
2304269,treino
2304277,treino
2304285,treino
2304301,teste
2304350,treino
2304400,treino
2304459,validacao
2304509,treino
2304608,treino
2304657,validacao
2304707,treino
2304806,validacao
2304905,treino
2304954,treino
2305001,treino
2305100,teste
2305209,treino
2305233,treino
2305266,treino
2305308,treino
2305332,treino
2305357,treino
2305407,validacao
2305506,teste
2305605,treino
2305654,validacao
2305704,validacao
2305803,validacao
2305902,validacao
2306009,treino
2306108,validacao
2306207,treino
2306256,treino
2306306,validacao
2306405,treino
2306504,teste
2306553,treino
2306603,treino
2306702,treino
2306801,treino
2306900,teste
2307007,treino
2307106,treino
2307205,treino
2307254,treino
2307304,treino
2307403,validacao
2307502,validacao
2307601,teste
2307635,treino
2307650,treino
2307700,treino
2307809,validacao
2307908,validacao
2308005,treino
2308104,validacao
2308203,treino
2308302,treino
2308351,validacao
2308377,treino
2308401,validacao
2308500,treino
2308609,validacao
2308708,treino
2308807,treino
2308906,teste
2309003,treino
2309102,teste
2309201,treino
2309300,treino
2309409,validacao
2309458,validacao
2309508,teste
2309607,teste
2309706,validacao
2309805,validacao
2309904,treino
2310001,validacao
2310100,treino
2310209,treino
2310258,treino
2310308,treino
2310407,treino
2310506,validacao
2310605,treino
2310704,validacao
2310803,treino
2310852,treino
2310902,treino
2310951,treino
2311009,treino
2311108,teste
2311207,validacao
2311231,teste
2311264,treino
2311306,treino
2311355,teste
2311405,treino
2311504,treino
2311603,treino
2311702,treino
2311801,treino
2311900,treino
2311959,teste
2312007,teste
2312106,treino
2312205,treino
2312304,validacao
2312403,validacao
2312502,teste
2312601,teste
2312700,validacao
2312809,treino
2312908,validacao
2313005,validacao
2313104,teste
2313203,treino
2313252,teste
2313302,teste
2313351,treino
2313401,teste
2313500,treino
2313559,treino
2313609,treino
2313708,treino
2313757,treino
2313807,teste
2313906,validacao
2313955,teste
2314003,validacao
2314102,validacao
2400109,treino
2400208,treino
2400307,treino
2400406,treino
2400505,treino
2400604,treino
2400703,validacao
2400802,treino
2400901,treino
2401008,treino
2401107,treino
2401206,teste
2401305,treino
2401404,teste
2401453,teste
2401503,teste
2401602,treino
2401651,treino
2401701,treino
2401800,treino
2401859,treino
2401909,treino
2402006,treino
2402105,validacao
2402204,teste
2402303,treino
2402402,teste
2402501,treino
2402600,treino
2402709,treino
2402808,teste
2402907,validacao
2403004,treino
2403103,treino
2403202,teste
2403251,teste
2403301,validacao
2403400,teste
2403509,treino
2403608,validacao
2403707,validacao
2403756,teste
2403806,treino
2403905,teste
2404002,treino
2404101,treino
2404200,treino
2404309,treino
2404408,treino
2404507,treino
2404606,treino
2404705,treino
2404804,treino
2404853,treino
2404903,treino
2405009,teste
2405108,validacao
2405207,teste
2405306,treino
2405405,treino
2405504,treino
2405603,teste
2405702,treino
2405801,treino
2405900,treino
2406007,treino
2406106,teste
2406155,validacao
2406205,teste
2406304,teste
2406403,treino
2406502,validacao
2406601,treino
2406700,validacao
2406809,treino
2406908,treino
2407005,treino
2407104,treino
2407203,treino
2407252,treino
2407302,validacao
2407401,validacao
2407500,validacao
2407609,validacao
2407708,teste
2407807,treino
2407906,validacao
2408003,validacao
2408102,treino
2408201,validacao
2408300,treino
2408409,treino
2408508,treino
2408607,treino
2408706,treino
2408805,validacao
2408904,treino
2408953,validacao
2409100,teste
2409209,treino
2409308,treino
2409332,validacao
2409407,treino
2409506,teste
2409605,treino
2409704,treino
2409803,treino
2409902,treino
2410009,teste
2410108,validacao
2410207,treino
2410256,treino
2410306,treino
2410405,teste
2410504,treino
2410603,teste
2410702,teste
2410801,treino
2410900,treino
2411007,treino
2411056,validacao
2411106,teste
2411205,treino
2411403,teste
2411429,validacao
2411502,treino
2411601,teste
2411700,treino
2411809,teste
2411908,validacao
2412005,treino
2412104,treino
2412203,treino
2412302,teste
2412401,teste
2412500,treino
2412559,treino
2412609,validacao
2412708,treino
2412807,teste
2412906,treino
2413003,validacao
2413102,treino
2413201,treino
2413300,treino
2413359,validacao
2413409,validacao
2413508,validacao
2413557,treino
2413607,teste
2413706,treino
2413805,validacao
2413904,teste
2414001,treino
2414100,treino
2414159,teste
2414209,treino
2414308,validacao
2414407,treino
2414456,teste
2414506,teste
2414605,treino
2414704,treino
2414753,teste
2414803,teste
2414902,treino
2415008,validacao
2500106,treino
2500205,validacao
2500304,treino
2500403,treino
2500502,validacao
2500536,validacao
2500577,validacao
2500601,treino
2500700,teste
2500734,treino
2500775,validacao
2500809,treino
2500908,validacao
2501005,treino
2501104,treino
2501153,teste
2501203,treino
2501302,teste
2501351,validacao
2501401,validacao
2501500,validacao
2501534,treino
2501575,treino
2501609,treino
2501708,validacao
2501807,treino
2501906,teste
2502003,treino
2502052,teste
2502102,validacao
2502151,treino
2502201,treino
2502300,treino
2502409,validacao
2502508,teste
2502607,treino
2502706,treino
2502805,treino
2502904,treino
2503001,validacao
2503100,validacao
2503209,teste
2503308,validacao
2503407,treino
2503506,treino
2503555,treino
2503605,validacao
2503704,validacao
2503803,treino
2503902,validacao
2504009,treino
2504033,treino
2504074,treino
2504108,treino
2504157,teste
2504207,treino
2504306,validacao
2504355,treino
2504405,validacao
2504504,treino
2504603,treino
2504702,validacao
2504801,validacao
2504850,treino
2504900,validacao
2505006,teste
2505105,treino
2505204,treino
2505238,teste
2505279,treino
2505303,teste
2505352,treino
2505402,treino
2505501,treino
2505600,treino
2505709,treino
2505808,treino
2505907,validacao
2506004,treino
2506103,treino
2506202,validacao
2506251,treino
2506301,treino
2506400,treino
2506509,treino
2506608,treino
2506707,treino
2506806,treino
2506905,teste
2507002,treino
2507101,treino
2507200,treino
2507309,teste
2507408,treino
2507507,teste
2507606,teste
2507705,validacao
2507804,validacao
2507903,treino
2508000,treino
2508109,validacao
2508208,treino
2508307,treino
2508406,validacao
2508505,treino
2508554,treino
2508604,treino
2508703,teste
2508802,teste
2508901,validacao
2509008,treino
2509057,validacao
2509107,treino
2509156,treino
2509206,treino
2509305,treino
2509339,treino
2509370,teste
2509396,teste
2509404,treino
2509503,validacao
2509602,validacao
2509701,validacao
2509800,teste
2509909,teste
2510006,treino
2510105,validacao
2510204,treino
2510303,treino
2510402,treino
2510501,treino
2510600,validacao
2510709,treino
2510808,validacao
2510907,teste
2511004,validacao
2511103,treino
2511202,treino
2511301,treino
2511400,treino
2511509,treino
2511608,treino
2511707,treino
2511806,teste
2511905,teste
2512002,validacao
2512036,validacao
2512077,teste
2512101,treino
2512200,validacao
2512309,treino
2512408,treino
2512507,teste
2512606,treino
2512705,treino
2512721,treino
2512747,validacao
2512754,validacao
2512762,treino
2512788,treino
2512804,treino
2512903,validacao
2513000,treino
2513109,treino
2513158,validacao
2513208,teste
2513307,teste
2513356,validacao
2513406,treino
2513505,treino
2513604,teste
2513653,treino
2513703,treino
2513802,teste
2513851,treino
2513901,treino
2513927,validacao
2513943,treino
2513968,treino
2513984,treino
2514008,teste
2514107,treino
2514206,treino
2514305,treino
2514404,teste
2514453,teste
2514503,treino
2514552,treino
2514602,treino
2514651,treino
2514701,treino
2514800,validacao
2514909,teste
2515005,teste
2515104,treino
2515203,treino
2515302,treino
2515401,treino
2515500,teste
2515609,teste
2515708,treino
2515807,treino
2515906,treino
2515930,treino
2515971,treino
2516003,teste
2516102,teste
2516151,treino
2516201,treino
2516300,treino
2516409,teste
2516508,teste
2516607,treino
2516706,validacao
2516755,treino
2516805,treino
2516904,treino
2517001,treino
2517100,treino
2517209,validacao
2517407,treino
2600054,teste
2600104,treino
2600203,treino
2600302,validacao
2600401,validacao
2600500,validacao
2600609,teste
2600708,treino
2600807,teste
2600906,treino
2601003,treino
2601052,treino
2601102,validacao
2601201,treino
2601300,validacao
2601409,validacao
2601508,treino
2601607,treino
2601706,treino
2601805,treino
2601904,treino
2602001,treino
2602100,treino
2602209,teste
2602308,treino
2602407,treino
2602506,treino
2602605,validacao
2602704,teste
2602803,teste
2602902,treino
2603009,treino
2603108,teste
2603207,treino
2603306,treino
2603405,teste
2603454,validacao
2603504,teste
2603603,treino
2603702,teste
2603801,teste
2603900,treino
2603926,validacao
2604007,teste
2604106,validacao
2604155,treino
2604205,treino
2604304,treino
2604403,treino
2604502,treino
2604601,teste
2604700,teste
2604809,validacao
2604908,teste
2605004,treino
2605103,teste
2605152,teste
2605202,teste
2605301,treino
2605400,teste
2605459,validacao
2605509,teste
2605608,treino
2605707,treino
2605806,treino
2605905,teste
2606002,teste
2606101,validacao
2606200,validacao
2606309,treino
2606408,treino
2606507,validacao
2606606,teste
2606705,treino
2606804,treino
2606903,treino
2607000,treino
2607109,validacao
2607208,teste
2607307,treino
2607406,validacao
2607505,treino
2607604,treino
2607653,treino
2607703,validacao
2607752,treino
2607802,treino
2607901,treino
2607950,teste
2608008,treino
2608057,validacao
2608107,treino
2608206,treino
2608255,treino
2608305,treino
2608404,validacao
2608453,treino
2608503,treino
2608602,treino
2608701,treino
2608750,treino
2608800,treino
2608909,treino
2609006,treino
2609105,treino
2609154,teste
2609204,teste
2609303,treino
2609402,treino
2609501,teste
2609600,treino
2609709,treino
2609808,treino
2609907,teste
2610004,validacao
2610103,treino
2610202,teste
2610301,treino
2610400,teste
2610509,validacao
2610608,treino
2610707,teste
2610806,treino
2610905,treino
2611002,treino
2611101,treino
2611200,treino
2611309,treino
2611408,treino
2611507,treino
2611533,teste
2611606,treino
2611705,teste
2611804,treino
2611903,validacao
2612000,teste
2612109,validacao
2612208,treino
2612307,teste
2612406,validacao
2612455,treino
2612471,treino
2612505,treino
2612554,treino
2612604,treino
2612703,teste
2612802,validacao
2612901,teste
2613008,validacao
2613107,treino
2613206,validacao
2613305,teste
2613404,teste
2613503,treino
2613602,treino
2613701,treino
2613800,treino
2613909,treino
2614006,teste
2614105,treino
2614204,validacao
2614303,validacao
2614402,treino
2614501,teste
2614600,teste
2614709,treino
2614808,treino
2614857,teste
2615003,teste
2615102,teste
2615201,teste
2615300,treino
2615409,teste
2615508,treino
2615607,treino
2615706,treino
2615805,treino
2615904,treino
2616001,treino
2616100,treino
2616183,treino
2616209,treino
2616308,teste
2616407,validacao
2616506,teste
2700102,treino
2700201,treino
2700300,treino
2700409,validacao
2700508,treino
2700607,validacao
2700706,treino
2700805,treino
2700904,validacao
2701001,treino
2701100,teste
2701209,validacao
2701308,treino
2701357,treino
2701407,treino
2701506,treino
2701605,treino
2701704,teste
2701803,treino
2701902,teste
2702009,treino
2702108,teste
2702207,treino
2702306,treino
2702355,teste
2702405,treino
2702504,validacao
2702553,validacao
2702603,validacao
2702702,validacao
2702801,validacao
2702900,treino
2703007,teste
2703106,treino
2703205,treino
2703304,treino
2703403,teste
2703502,treino
2703601,treino
2703700,treino
2703759,treino
2703809,treino
2703908,validacao
2704005,treino
2704104,treino
2704203,treino
2704302,treino
2704401,treino
2704500,treino
2704609,treino
2704708,treino
2704807,teste
2704906,validacao
2705002,treino
2705101,treino
2705200,treino
2705309,treino
2705408,validacao
2705507,treino
2705606,validacao
2705705,validacao
2705804,treino
2705903,validacao
2706000,validacao
2706109,validacao
2706208,validacao
2706307,treino
2706406,treino
2706422,validacao
2706448,teste
2706505,treino
2706604,treino
2706703,treino
2706802,treino
2706901,validacao
2707008,validacao
2707107,validacao
2707206,validacao
2707305,validacao
2707404,treino
2707503,validacao
2707602,validacao
2707701,treino
2707800,treino
2707909,teste
2708006,validacao
2708105,treino
2708204,teste
2708303,validacao
2708402,treino
2708501,treino
2708600,treino
2708709,treino
2708808,teste
2708907,treino
2708956,teste
2709004,teste
2709103,teste
2709152,validacao
2709202,teste
2709301,treino
2709400,treino
2800100,treino
2800209,treino
2800308,validacao
2800407,teste
2800506,validacao
2800605,teste
2800670,validacao
2800704,treino
2801009,treino
2801108,validacao
2801207,validacao
2801306,treino
2801405,teste
2801504,treino
2801603,validacao
2801702,treino
2801900,treino
2802007,treino
2802106,treino
2802205,treino
2802304,teste
2802403,treino
2802502,treino
2802601,treino
2802700,validacao
2802809,teste
2802908,validacao
2803005,treino
2803104,treino
2803203,treino
2803302,teste
2803401,validacao
2803500,validacao
2803609,treino
2803708,teste
2803807,teste
2803906,treino
2804003,validacao
2804102,treino
2804201,treino
2804300,treino
2804409,treino
2804458,teste
2804508,treino
2804607,treino
2804706,teste
2804805,treino
2804904,teste
2805000,validacao
2805109,treino
2805208,treino
2805307,teste
2805406,treino
2805505,teste
2805604,teste
2805703,treino
2805802,treino
2805901,treino
2806008,validacao
2806107,treino
2806206,treino
2806305,treino
2806404,validacao
2806503,treino
2806602,validacao
2806701,treino
2806800,treino
2806909,validacao
2807006,treino
2807105,treino
2807204,validacao
2807303,treino
2807402,teste
2807501,treino
2807600,validacao
2900108,validacao
2900207,treino
2900306,validacao
2900355,treino
2900405,treino
2900504,treino
2900603,treino
2900702,treino
2900801,treino
2900900,treino
2901007,teste
2901106,treino
2901155,teste
2901205,treino
2901304,treino
2901353,treino
2901403,validacao
2901502,treino
2901601,treino
2901700,treino
2901809,treino
2901908,treino
2901957,teste
2902005,treino
2902054,treino
2902104,treino
2902203,validacao
2902252,teste
2902302,treino
2902401,treino
2902500,treino
2902609,treino
2902658,treino
2902708,treino
2902807,teste
2902906,validacao
2903003,treino
2903102,validacao
2903201,treino
2903235,teste
2903276,treino
2903300,treino
2903409,validacao
2903508,treino
2903607,treino
2903706,validacao
2903805,treino
2903904,treino
2903953,teste
2904001,teste
2904050,treino
2904100,treino
2904209,teste
2904308,treino
2904407,teste
2904506,validacao
2904605,treino
2904704,teste
2904803,validacao
2904852,teste
2904902,treino
2905008,teste
2905107,treino
2905156,treino
2905206,teste
2905305,treino
2905404,teste
2905503,treino
2905602,treino
2905701,validacao
2905800,validacao
2905909,teste
2906006,treino
2906105,validacao
2906204,treino
2906303,validacao
2906402,validacao
2906501,validacao
2906600,teste
2906709,treino
2906808,teste
2906824,teste
2906857,treino
2906873,treino
2906899,treino
2906907,treino
2907004,treino
2907103,teste
2907202,validacao
2907301,treino
2907400,treino
2907509,validacao
2907558,treino
2907608,treino
2907707,validacao
2907806,teste
2907905,treino
2908002,teste
2908101,validacao
2908200,treino
2908309,treino
2908408,treino
2908507,treino
2908606,treino
2908804,validacao
2908903,treino
2909000,treino
2909109,treino
2909208,teste
2909307,validacao
2909406,treino
2909505,teste
2909604,treino
2909703,validacao
2909802,teste
2909901,treino
2910008,teste
2910057,validacao
2910107,treino
2910206,treino
2910305,treino
2910404,validacao
2910503,treino
2910602,treino
2910701,treino
2910727,treino
2910750,treino
2910776,treino
2910800,treino
2910859,treino
2910909,treino
2911006,teste
